ARO Term,Human accessibility,Mobility,Human pathogenicity,Clinical availability,risk,Rank,ARG Class
ADC-68,0,2,1,20.02631579,0,RI=0,Beta-lactams
ESP-1,0,0,0,20.02631579,0,RI=0,Beta-lactams
cphA7,0,0,1,20.02631579,0,RI=0,Beta-lactams
cphA8,0.000110317,0,0,20.02631579,0,RI=0,Beta-lactams
CEPH-A3,0.000384531,0,0,20.02631579,0,RI=0,Beta-lactams
cphA6,0,2,0.272727273,20.02631579,0,RI=0,Beta-lactams
cphA4,0.001576464,0,0.5,20.02631579,0,RI=0,Beta-lactams
PEDO-1,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-10,0,0,0,20.02631579,0,RI=0,Beta-lactams
SPM-1,0,1,0.714285714,20.02631579,0,RI=0,Beta-lactams
SPG-1,0,0,0.5,20.02631579,0,RI=0,Beta-lactams
PEDO-2,0,0,0,20.02631579,0,RI=0,Beta-lactams
CcrA beta-lactamase,0.63372682,0,0,20.02631579,0,RI=0,Beta-lactams
IND-6,0,1,0.136363636,20.02631579,0,RI=0,Beta-lactams
IND-12,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-3,0,1,0.25,20.02631579,0,RI=0,Beta-lactams
IND-2a,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-11,0,1,0,20.02631579,0,RI=0,Beta-lactams
IND-2,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-15,0,0,0,20.02631579,0,RI=0,Beta-lactams
IND-7,0.001180193,0,0,20.02631579,0,RI=0,Beta-lactams
IND-4,0.001121713,0,0,20.02631579,0,RI=0,Beta-lactams
IMI-3,0,0,0,20.02631579,0,RI=0,Beta-lactams
IMI-2,0,3,1,20.02631579,0,RI=0,Beta-lactams
IMI-1,0,0,1,20.02631579,0,RI=0,Beta-lactams
SFH-1,0,4,0,20.02631579,0,RI=0,Beta-lactams
HMB-1 beta-lactamase,0,0,0,20.02631579,0,RI=0,Beta-lactams
PEDO-3,0,0,0,20.02631579,0,RI=0,Beta-lactams
IMI-7,3.6801E-05,0,0,20.02631579,0,RI=0,Beta-lactams
clcD,0.034452093,1,0.333333333,17.81162438,0.204549248,Q4,Multidrug
cfr(B),0.055311518,3,1,16.09811038,2.671232778,Q3,Multidrug
cfrA,0.000479231,21,0.6,13.75448153,0.083053907,Q4,Multidrug
clbA,0.001637779,3,0.014354067,13.75448153,0.000970054,Q4,Multidrug
clbB,0,1,0.052631579,13.75448153,0,RI=0,Multidrug
cipA,0.000208576,0,0,13.75448153,0,RI=0,Multidrug
clbC,0,0,0,13.75448153,0,RI=0,Multidrug
EdeQ,0,0,0,11.63307279,0,RI=0,Multidrug
catI,1.625536271,107,0.812785388,11.18421053,1581.108462,Q1,phenicol antibiotic
cmx,0.709823689,28,0.44,11.18421053,97.80623254,Q2,phenicol antibiotic
floR,0.046010841,155,0.843786982,11.18421053,67.30231764,Q2,phenicol antibiotic
catB3,0.010949566,141,0.882249561,11.18421053,15.23395991,Q3,phenicol antibiotic
catA8,0.150558573,14,0.540540541,11.18421053,12.74286645,Q3,phenicol antibiotic
mexN,0.379180084,3,0.982708934,11.18421053,12.50250426,Q3,phenicol antibiotic
catP,0.92198394,4,0.25,11.18421053,10.31166249,Q3,phenicol antibiotic
cmlA5,0.013970881,56,0.930555556,11.18421053,8.142531505,Q3,phenicol antibiotic
cmlA1,0.01410012,47,0.942982456,11.18421053,6.989234283,Q3,phenicol antibiotic
cmlA6,0.014014608,40,0.938271605,11.18421053,5.88267484,Q3,phenicol antibiotic
cfrC,0.030497257,6,0.771929825,11.18421053,1.579774785,Q4,phenicol antibiotic
fexA,0.006001872,39,0.6,11.18421053,1.570753207,Q4,phenicol antibiotic
mexM,0.005220377,19,0.954022989,11.18421053,1.058326432,Q4,phenicol antibiotic
catII,0.007338221,19,0.5,11.18421053,0.779685972,Q4,phenicol antibiotic
catIII,0.007129094,15,0.52173913,11.18421053,0.623999666,Q4,phenicol antibiotic
catB9,0.011722284,5,0.794117647,11.18421053,0.520561943,Q4,phenicol antibiotic
catQ,0.059988169,1,0.5,11.18421053,0.335460155,Q4,phenicol antibiotic
pp-flo,0.012163068,7,0.25,11.18421053,0.238060042,Q4,phenicol antibiotic
catB8,0.000732191,27,0.941176471,11.18421053,0.208096452,Q4,phenicol antibiotic
catB2,0.001328662,20,0.607142857,11.18421053,0.180443345,Q4,phenicol antibiotic
cmlA4,0.001145095,10,0.916666667,11.18421053,0.117397349,Q4,phenicol antibiotic
cmlA8,0.000202668,7,0.615384615,11.18421053,0.009764154,Q4,phenicol antibiotic
catB11,0.000104994,13,0.533333333,11.18421053,0.008141623,Q4,phenicol antibiotic
Agrobacterium fabrum chloramphenicol acetyltransferase,0.090008346,0,0,11.18421053,0,RI=0,phenicol antibiotic
Pseudomonas aeruginosa catB7,0.016604358,0,0.991071429,11.18421053,0,RI=0,phenicol antibiotic
cmlv,0,0,0,11.18421053,0,RI=0,phenicol antibiotic
cml,0.000405747,0,0,11.18421053,0,RI=0,phenicol antibiotic
plasmid-encoded cat (pp-cat),0.392028664,0,0.555555556,11.18421053,0,RI=0,phenicol antibiotic
catB10,0,3,0.25,11.18421053,0,RI=0,phenicol antibiotic
Lactobacillus reuteri cat-TC,0.020208245,0,0.902439024,11.18421053,0,RI=0,phenicol antibiotic
Pseudomonas aeruginos catB6,0.004550038,0,0,11.18421053,0,RI=0,phenicol antibiotic
Staphylococcus intermedius chloramphenicol acetyltransferase,0.005573929,0,0.75,11.18421053,0,RI=0,phenicol antibiotic
Enterococcus faecalis chloramphenicol acetyltransferase,0.006494134,0,0.916666667,11.18421053,0,RI=0,phenicol antibiotic
Streptococcus suis chloramphenicol acetyltransferase,0.015329101,0,0.25,11.18421053,0,RI=0,phenicol antibiotic
cmlB1,0.000914371,0,1,11.18421053,0,RI=0,phenicol antibiotic
Enterococcus faecium chloramphenicol acetyltransferase,0.009624139,0,0.857142857,11.18421053,0,RI=0,phenicol antibiotic
Rhodococcus fascians cmr,8.6307E-05,0,0,11.18421053,0,RI=0,phenicol antibiotic
catS,2.983353535,1,0,11.18421053,0,RI=0,phenicol antibiotic
catA4,0.024129929,0,0.986111111,11.18421053,0,RI=0,phenicol antibiotic
cmrA,0.002249021,0,0.333333333,11.18421053,0,RI=0,phenicol antibiotic
Campylobacter coli chloramphenicol acetyltransferase,4.456037903,0,0.789473684,11.18421053,0,RI=0,phenicol antibiotic
Bacillus clausii chloramphenicol acetyltransferase,0.000119281,0,0,11.18421053,0,RI=0,phenicol antibiotic
CatU,0,0,0.833333333,11.18421053,0,RI=0,phenicol antibiotic
Bacillus pumilus cat86,0.000107796,0,0.035714286,11.18421053,0,RI=0,phenicol antibiotic
catII from Escherichia coli K-12,0.026446066,0,0.8,11.18421053,0,RI=0,phenicol antibiotic
Clostridium butyricum catB,0.000104143,0,0,11.18421053,0,RI=0,phenicol antibiotic
Vibrio anguillarum chloramphenicol acetyltransferase,0.102781669,0,0.25,11.18421053,0,RI=0,phenicol antibiotic
cmlB,0,3,0.333333333,11.18421053,0,RI=0,phenicol antibiotic
Salmonella enterica cmlA,0.009870908,0,0.855855856,11.18421053,0,RI=0,phenicol antibiotic
catV,0,1,0,11.18421053,0,RI=0,phenicol antibiotic
pexA,0,1,0.272727273,11.18421053,0,RI=0,phenicol antibiotic
ugd,9.037609763,91,0.963170817,10.77631579,8536.279023,Q1,peptide antibiotic
eptA,12.51839037,31,0.954033771,10.77631579,3989.736758,Q1,peptide antibiotic
pmrF,10.90394896,39,0.865253898,10.77631579,3965.174376,Q1,peptide antibiotic
bacA,13.1150085,29,0.867507886,10.77631579,3555.578861,Q1,peptide antibiotic
yojI,10.01379826,29,0.938547486,10.77631579,2937.131532,Q1,peptide antibiotic
arnA,0.746309612,6,0.968926554,10.77631579,46.75536512,Q2,peptide antibiotic
basS,0.009528495,4,0.908629442,10.77631579,0.373199794,Q4,peptide antibiotic
MCR-3.5,0.00380927,7,0.888888889,10.77631579,0.255421591,Q4,peptide antibiotic
MCR-3.4,0.003936905,5,1,10.77631579,0.212126679,Q4,peptide antibiotic
MCR-3.2,0.003428233,5,1,10.77631579,0.184718593,Q4,peptide antibiotic
MCR-1.11,0.000493157,8,1,10.77631579,0.042515328,Q4,peptide antibiotic
MCR-3.6,0.000181157,21,1,10.77631579,0.040996363,Q4,peptide antibiotic
MCR-3.8,0.000382266,9,0.833333333,10.77631579,0.030895678,Q4,peptide antibiotic
MCR-1.9,0.000909335,3,1,10.77631579,0.029397848,Q4,peptide antibiotic
MCR-4.3,0.000306311,16,0.555555556,10.77631579,0.029341401,Q4,peptide antibiotic
MCR-1.13,0.000791792,3,1,10.77631579,0.025597817,Q4,peptide antibiotic
MCR-1.4,0.000714936,3,1,10.77631579,0.023113124,Q4,peptide antibiotic
rosB,0.017622449,1,0.090909091,10.77631579,0.017264098,Q4,peptide antibiotic
MCR-3.3,0.000233096,6,1,10.77631579,0.01507151,Q4,peptide antibiotic
bcrA,0.021417319,2,0.025,10.77631579,0.01153999,Q4,peptide antibiotic
MCR-3.10,0.000210568,5,1,10.77631579,0.011345726,Q4,peptide antibiotic
MCR-1.3,0.000434559,2,1,10.77631579,0.009365889,Q4,peptide antibiotic
MCR-1.5,0.000633721,1,1,10.77631579,0.006829182,Q4,peptide antibiotic
MCR-1.6,0.000536559,1,1,10.77631579,0.00578213,Q4,peptide antibiotic
MCR-1.8,0.000126346,2,1,10.77631579,0.002723086,Q4,peptide antibiotic
MCR-7.1,0.002063427,0,0.423076923,10.77631579,0,RI=0,peptide antibiotic
MCR-6.1,0,1,0,10.77631579,0,RI=0,peptide antibiotic
almG,0.008487888,0,0.906542056,10.77631579,0,RI=0,peptide antibiotic
ICR-Mc,8.64875E-05,0,0.65,10.77631579,0,RI=0,peptide antibiotic
pgpB,1.197525738,4,0,10.77631579,0,RI=0,peptide antibiotic
MCR-4.2,0,0,0.25,10.77631579,0,RI=0,peptide antibiotic
MCR-2.2,0.00167382,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-3.7,0.000117457,0,0,10.77631579,0,RI=0,peptide antibiotic
rosA,0.644290666,0,0.055555556,10.77631579,0,RI=0,peptide antibiotic
ICR-Mo,0.062185104,1,0,10.77631579,0,RI=0,peptide antibiotic
MCR-9,0.022148866,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-5,0,0,0,10.77631579,0,RI=0,peptide antibiotic
Brucella suis mprF,0,0,0.76,10.77631579,0,RI=0,peptide antibiotic
MCR-4.5,0,0,1,10.77631579,0,RI=0,peptide antibiotic
MCR-5.2,0.000811359,0,0,10.77631579,0,RI=0,peptide antibiotic
viomycin phosphotransferase,0,0,0,10.77631579,0,RI=0,peptide antibiotic
BahA,2.09145E-05,3,0,10.77631579,0,RI=0,peptide antibiotic
Bacillus subtilis mprF,4.63372E-05,0,0.784753363,10.77631579,0,RI=0,peptide antibiotic
tsnR,0.005693161,0,0,10.77631579,0,RI=0,peptide antibiotic
Clostridium perfringens mprF,0.200069478,0,0.941176471,10.77631579,0,RI=0,peptide antibiotic
MCR-3.9,0.0001205,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-1.2,0.000597546,0,1,10.77631579,0,RI=0,peptide antibiotic
MCR-4.4,0.000290886,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-3,0.003405882,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-3.11,0.002908884,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-4,0,0,0,10.77631579,0,RI=0,peptide antibiotic
bcrB,0,0,0,10.77631579,0,RI=0,peptide antibiotic
Streptococcus agalactiae mprF,0.038595164,0,0.647058824,10.77631579,0,RI=0,peptide antibiotic
MCR-3.12,0.00037887,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-8,0,0,0,10.77631579,0,RI=0,peptide antibiotic
Listeria monocytogenes mprF,0,0,0.887755102,10.77631579,0,RI=0,peptide antibiotic
MCR-1,0.001041616,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-1.7,0.000433011,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-1.12,0.000222896,0,0,10.77631579,0,RI=0,peptide antibiotic
bcrC,0.000894972,0,0.035714286,10.77631579,0,RI=0,peptide antibiotic
MCR-1.10,0.000201498,0,0,10.77631579,0,RI=0,peptide antibiotic
MCR-2,0.000500275,0,0,10.77631579,0,RI=0,peptide antibiotic
vanRA,0.159833444,31,0.844086022,8.776315789,36.70525965,Q2,glycopeptide antibiotic
vanRG,1.06307432,2,0.285714286,8.776315789,5.331357679,Q3,glycopeptide antibiotic
vanHB,0.034350847,9,0.931034483,8.776315789,2.526143217,Q3,glycopeptide antibiotic
vanRB,0.038638889,8,0.931034483,8.776315789,2.525763174,Q3,glycopeptide antibiotic
vanB,0.034678756,8,0.9,8.776315789,2.191332329,Q3,glycopeptide antibiotic
vanYB,0.038365659,10,0.619047619,8.776315789,2.084389933,Q3,glycopeptide antibiotic
vanSB,0.034946631,8,0.84375,8.776315789,2.070243026,Q3,glycopeptide antibiotic
vanXB,0.03675209,7,0.875,8.776315789,1.975606162,Q3,glycopeptide antibiotic
vanWB,0.03224767,7,0.933333333,8.776315789,1.849036165,Q3,glycopeptide antibiotic
vanRI,0.373985071,7,0.071428571,8.776315789,1.641105542,Q3,glycopeptide antibiotic
vanYA,0.006228878,28,0.954198473,8.776315789,1.460558052,Q4,glycopeptide antibiotic
vanRM,0.052666766,5,0.428571429,8.776315789,0.990471785,Q4,glycopeptide antibiotic
vanSD,0.167761628,1,0.5,8.776315789,0.736164514,Q4,glycopeptide antibiotic
vanXA,0.002198057,32,0.95035461,8.776315789,0.58666048,Q4,glycopeptide antibiotic
vanXD,0.087540473,1,0.5,8.776315789,0.384141416,Q4,glycopeptide antibiotic
vanG,0.236757196,3,0.059701493,8.776315789,0.372153299,Q4,glycopeptide antibiotic
vanI,0.100149584,15,0.018292683,8.776315789,0.241173762,Q4,glycopeptide antibiotic
vanZA,0.000490259,26,0.961832061,8.776315789,0.10759944,Q4,glycopeptide antibiotic
vanRC,0.206957011,2,0.019607843,8.776315789,0.071228238,Q4,glycopeptide antibiotic
vanSO,0.010060696,3,0.2,8.776315789,0.052977508,Q4,glycopeptide antibiotic
vanSA,0.000234764,24,0.971223022,8.776315789,0.048025706,Q4,glycopeptide antibiotic
vanM,0.000844422,4,0.5,8.776315789,0.014821821,Q4,glycopeptide antibiotic
vanC,0.013501296,4,0.022222222,8.776315789,0.01053259,Q4,glycopeptide antibiotic
vanXI,0.000499165,3,0.461538462,8.776315789,0.006065763,Q4,glycopeptide antibiotic
vanHM,3.52642E-05,5,0.6,8.776315789,0.00092847,Q4,glycopeptide antibiotic
vanXO,9.31089E-05,3,0.333333333,8.776315789,0.000817153,Q4,glycopeptide antibiotic
vanSN,9.13911E-05,2,0.090909091,8.776315789,0.000145832,Q4,glycopeptide antibiotic
vanRO,0.106626156,0,0.333333333,8.776315789,0,RI=0,glycopeptide antibiotic
vanA,0,28,0.95035461,8.776315789,0,RI=0,glycopeptide antibiotic
vanRF,0.140655374,3,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanRL,0.081324726,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanSG,0.11921782,0,1,8.776315789,0,RI=0,glycopeptide antibiotic
vanRD,0.362127478,0,0.375,8.776315789,0,RI=0,glycopeptide antibiotic
vanXYE,0,1,0.5,8.776315789,0,RI=0,glycopeptide antibiotic
vanXYL,0,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanRE,0.031271771,3,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanHA,0,23,0.964788732,8.776315789,0,RI=0,glycopeptide antibiotic
vanHF,0,2,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanD,0.114403781,0,0.2,8.776315789,0,RI=0,glycopeptide antibiotic
vanO,0.049184638,1,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanSC,0.023013438,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanXM,0,6,0.6,8.776315789,0,RI=0,glycopeptide antibiotic
vanJ,5.37697E-05,0,0.166666667,8.776315789,0,RI=0,glycopeptide antibiotic
vanF,0.001496713,3,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanSF,0,3,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanSM,0,4,0.428571429,8.776315789,0,RI=0,glycopeptide antibiotic
vanRN,0.024172239,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanXF,0.002865859,0,0.285714286,8.776315789,0,RI=0,glycopeptide antibiotic
vanXYC,0.018189449,2,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanSL,0.022296499,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanWG,0.341197409,0,0.75,8.776315789,0,RI=0,glycopeptide antibiotic
vanXYN,0.000269312,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanYF,0,2,0.25,8.776315789,0,RI=0,glycopeptide antibiotic
vanTG,0.270559258,0,0.363636364,8.776315789,0,RI=0,glycopeptide antibiotic
vanXYG,0.415660253,0,0.587155963,8.776315789,0,RI=0,glycopeptide antibiotic
vanN,0.000821474,0,0.666666667,8.776315789,0,RI=0,glycopeptide antibiotic
vanZF,0.058135631,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanHO,0,1,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanYM,0,4,0.6,8.776315789,0,RI=0,glycopeptide antibiotic
vanTE,0.000367767,3,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanTN,0.001544287,0,1,8.776315789,0,RI=0,glycopeptide antibiotic
vanYG1,0.001572815,0,0.5,8.776315789,0,RI=0,glycopeptide antibiotic
vanKI,0,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanYD,0.060324816,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanHD,0.0810117,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanVB,0.074280628,0,1,8.776315789,0,RI=0,glycopeptide antibiotic
vanTC,0.008301678,0,0.125,8.776315789,0,RI=0,glycopeptide antibiotic
determinant of bleomycin resistance,0,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanE,0.019867183,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanSE,6.12349E-05,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanTmL,0,0,0.25,8.776315789,0,RI=0,glycopeptide antibiotic
vanL,0.000182954,0,0,8.776315789,0,RI=0,glycopeptide antibiotic
vanUG,0.013083705,0,0.428571429,8.776315789,0,RI=0,glycopeptide antibiotic
vanTrL,0,0,0.666666667,8.776315789,0,RI=0,glycopeptide antibiotic
vanWI,0,0,0.4,8.776315789,0,RI=0,glycopeptide antibiotic
mdtG,9.538036839,64,0.934174222,7.866666667,4485.982722,Q1,fosfomycin
FosA6,0.476027645,15,0.895522388,7.866666667,50.30262282,Q2,fosfomycin
FosA2,0.178866492,44,0.411650485,7.866666667,25.48596287,Q3,fosfomycin
FosA7,0.286594305,9,0.970588235,7.866666667,19.69408627,Q3,fosfomycin
FosA5,0.314408238,18,0.412987013,7.866666667,18.38626712,Q3,fosfomycin
FosA3,0.016127518,80,0.898617512,7.866666667,9.120594558,Q3,fosfomycin
FosD,0.026638767,13,0.1875,7.866666667,0.510798348,Q4,fosfomycin
FosB3,0.030646313,1,1,7.866666667,0.241084331,Q4,fosfomycin
FosB,0.007843921,7,0.477707006,7.866666667,0.206340081,Q4,fosfomycin
FosA4,0.003419632,12,0.571428571,7.866666667,0.184464721,Q4,fosfomycin
FosC2,0.000257846,2,0.75,7.866666667,0.003042587,Q4,fosfomycin
FomB,0.000253194,4,0.075471698,7.866666667,0.000601295,Q4,fosfomycin
FosX,0,2,0.935483871,7.866666667,0,RI=0,fosfomycin
Acinetobacter baumannii AbaF,0.004030291,0,0.938709677,7.866666667,0,RI=0,fosfomycin
fosA,0.004783304,0,0.997058824,7.866666667,0,RI=0,fosfomycin
FomA,6.8521E-05,0,0,7.866666667,0,RI=0,fosfomycin
Staphylococcus aureus FosB,0.010297691,0,0.978586724,7.866666667,0,RI=0,fosfomycin
Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin,0,0,0.728,7.866666667,0,RI=0,fosfomycin
FosB5,0.015934637,0,0,7.866666667,0,RI=0,fosfomycin
FosB4,0.033273801,0,0.5,7.866666667,0,RI=0,fosfomycin
FosB1,0.025905772,0,1,7.866666667,0,RI=0,fosfomycin
FosB6,0.037121577,0,0,7.866666667,0,RI=0,fosfomycin
FosK,0,1,1,7.866666667,0,RI=0,fosfomycin
efpA,0.004823643,0,0.986254296,1.713514,0,RI=0,Multidrug
sul1,10.5981252,301,0.852966466,0.856757,2331.230198,Q1,sulfonamide antibiotic
sul2,7.477221668,271,0.854416576,0.856757,1483.326902,Q1,sulfonamide antibiotic
mdtB,9.633362996,85,0.846819721,0.856757,594.0807446,Q2,aminocoumarin antibiotic
msbA,11.77790591,58,0.779500571,0.856757,456.2156439,Q2,nitroimidazole antibiotic
dfrF,23.00544944,24,0.925373134,0.856757,437.7402807,Q2,diaminopyrimidine antibiotic
mdtA,9.597583682,52,0.946798493,0.856757,404.8372543,Q2,aminocoumarin antibiotic
mdtP,11.70754104,34,0.970855232,0.856757,331.0981412,Q2,Multidrug
mdtO,11.81275002,29,0.981104651,0.856757,287.9532651,Q2,Multidrug
mdtC,8.969129031,38,0.848376133,0.856757,247.7307812,Q2,aminocoumarin antibiotic
mdtN,10.79678994,25,0.95964336,0.856757,221.9229336,Q2,Multidrug
SAT-4,1.70901942,72,0.896449704,0.856757,94.50680557,Q2,nucleoside antibiotic
dfrA17,0.832756155,75,0.96369637,0.856757,51.56760945,Q2,diaminopyrimidine antibiotic
dfrC,3.123396137,14,0.99047619,0.856757,37.1070822,Q2,diaminopyrimidine antibiotic
dfrA14,0.610960328,73,0.858611825,0.856757,32.80880389,Q2,diaminopyrimidine antibiotic
lnuC,15.41164027,11,0.154545455,0.856757,22.44685216,Q3,MLS
dfrA1,0.291614258,95,0.820987654,0.856757,19.48617717,Q3,diaminopyrimidine antibiotic
dfrA12,0.14823228,107,0.907692308,0.856757,12.33453789,Q3,diaminopyrimidine antibiotic
dfrA5,0.369146042,28,0.957446809,0.856757,8.478686253,Q3,diaminopyrimidine antibiotic
arr-3,0.102492862,89,0.835260116,0.856757,6.527742757,Q3,rifamycin antibiotic
sul3,0.086340169,78,0.915492958,0.856757,5.282264776,Q3,sulfonamide antibiotic
dfrA8,0.50635786,12,0.7,0.856757,3.644135382,Q3,diaminopyrimidine antibiotic
dfrA27,0.130866101,35,0.75,0.856757,2.943161772,Q3,diaminopyrimidine antibiotic
dfrE,3.375451438,1,0.98245614,0.856757,2.841205829,Q3,diaminopyrimidine antibiotic
TriC,0.941007083,2,0.966386555,0.856757,1.558229523,Q4,triclosan
arr-2,0.029165872,37,0.920245399,0.856757,0.850820611,Q4,rifamycin antibiotic
OpmH,0.831499375,1,0.961002786,0.856757,0.684611571,Q4,triclosan
lnuA,0.572712538,9,0.147540984,0.856757,0.651552681,Q4,MLS
lnuB,0.118822683,8,0.7,0.856757,0.570092127,Q4,MLS
fusB,0.076481822,7,0.915254237,0.856757,0.419812799,Q4,fusidic acid
dfrG,0.017586884,32,0.845454545,0.856757,0.407649401,Q4,diaminopyrimidine antibiotic
TriB,0.15526936,2,0.961432507,0.856757,0.255795101,Q4,triclosan
TaeA,0.367143558,2,0.4,0.856757,0.25164225,Q4,Diterpenoids
farB,0.033684383,9,0.9,0.856757,0.233760581,Q4,antibacterial free fatty acids
dfrA7,0.012080958,22,0.985294118,0.856757,0.224361119,Q4,diaminopyrimidine antibiotic
fusC,0.029343277,6,0.866666667,0.856757,0.130728302,Q4,fusidic acid
LnuP,0.301146045,1,0.4,0.856757,0.103203593,Q4,MLS
dfrA19,0.009312191,16,0.507246377,0.856757,0.064751294,Q4,diaminopyrimidine antibiotic
farA,0.022607524,3,0.98,0.856757,0.056945314,Q4,antibacterial free fatty acids
bcr-1,0.008673916,6,0.913513514,0.856757,0.040732316,Q4,bicyclomycin
linG,0.001056561,45,0.831168831,0.856757,0.033857445,Q4,MLS
vatD,0.067402802,1,0.571428571,0.856757,0.032998756,Q4,MLS
dfrA30,0.005135098,7,0.714285714,0.856757,0.021997656,Q4,diaminopyrimidine antibiotic
dfrA16,0.001314268,24,0.657894737,0.856757,0.017779076,Q4,diaminopyrimidine antibiotic
dfrA15,0.001650102,13,0.625,0.856757,0.011486611,Q4,diaminopyrimidine antibiotic
lmrD,0.157814986,6,0.011904762,0.856757,0.009657792,Q4,MLS
dfrB4,0.005372001,8,0.2,0.856757,0.007363999,Q4,diaminopyrimidine antibiotic
lnuG,0.00063753,17,0.766666667,0.856757,0.007118911,Q4,MLS
dfrB3,0.00248538,6,0.5,0.856757,0.0063881,Q4,diaminopyrimidine antibiotic
sul4,0.00237901,5,0.5,0.856757,0.005095584,Q4,sulfonamide antibiotic
dfrA25,0.000607899,12,0.625,0.856757,0.003906161,Q4,diaminopyrimidine antibiotic
dfrA15b,0.001006541,4,1,0.856757,0.003449444,Q4,diaminopyrimidine antibiotic
facT,0.00304548,3,0.251798561,0.856757,0.001971006,Q4,elfamycin antibiotic
vatE,0.002526519,12,0.071428571,0.856757,0.001855382,Q4,MLS
dfrD,0.003746456,1,0.5,0.856757,0.001604901,Q4,diaminopyrimidine antibiotic
dfrA21,0.00088486,4,0.25,0.856757,0.00075811,Q4,diaminopyrimidine antibiotic
rphB,0.000467576,4,0.166666667,0.856757,0.000267066,Q4,rifamycin antibiotic
lin,8.48352E-05,3,0.949275362,0.856757,0.000206989,Q4,MLS
Bifidobacterium adolescentis rpoB conferring resistance to rifampicin,28.0820669,0,0,0.856757,0,RI=0,rifamycin antibiotic
Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin,5.703584708,0,0.066666667,0.856757,0,RI=0,aminocoumarin antibiotic
Nocardia rifampin resistant beta-subunit of RNA polymerase (rpoB2),2.944426713,0,0,0.856757,0,RI=0,rifamycin antibiotic
novA,0.196700891,0,0,0.856757,0,RI=0,aminocoumarin antibiotic
Bifidobacteria intrinsic ileS conferring resistance to mupirocin,14.51058385,0,0,0.856757,0,RI=0,mupirocin
rphA,0.003056458,0,0.133333333,0.856757,0,RI=0,rifamycin antibiotic
vatB,0.020733357,0,0,0.856757,0,RI=0,MLS
vatA,0.000598086,0,0,0.856757,0,RI=0,MLS
emeA,2.427995883,1,1,0,0,RI=0,acridine dye
mupA,0.226566112,0,0,0.856757,0,RI=0,mupirocin
LlmA 23S ribosomal RNA methyltransferase,0.399748967,0,0.089285714,0.856757,0,RI=0,MLS
iri,0.000747646,0,0.15,0.856757,0,RI=0,rifamycin antibiotic
mupB,0.003227569,0,0,0.856757,0,RI=0,mupirocin
TriA,0.257399379,0,0.985673352,0.856757,0,RI=0,triclosan
rgt1438,0.000186793,0,0,0.856757,0,RI=0,rifamycin antibiotic
RbpA,0.316083301,0,0,0.856757,0,RI=0,rifamycin antibiotic
dfrA26,0.286385381,0,0,0.856757,0,RI=0,diaminopyrimidine antibiotic
sta,0,2,0,0.856757,0,RI=0,nucleoside antibiotic
dfrA20,0,7,0.5,0.856757,0,RI=0,diaminopyrimidine antibiotic
dfrA3,0,0,0.333333333,0.856757,0,RI=0,diaminopyrimidine antibiotic
lnuD,0.004500216,0,0,0.856757,0,RI=0,MLS
fusH,0.002417043,0,0,0.856757,0,RI=0,fusidic acid
dfrA6 from Proteus mirabilis,0,0,0,0.856757,0,RI=0,diaminopyrimidine antibiotic
SAT-1,0.398120334,0,0,0.856757,0,RI=0,nucleoside antibiotic
dfrK,0,2,0.5,0.856757,0,RI=0,diaminopyrimidine antibiotic
lnuF,0,14,0.771428571,0.856757,0,RI=0,MLS
