qseqid	sseqid	identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	aro_accession	ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	vfw1	vfw2	vfw3	vfw4	vfw5	vfw6	vfw7	vfw8	vfw9	vfd1	vfd2	vfd3	vfd4	vfd5	vfd6	vfd7	vfd8	vfd9	spw1	spw2	spw3	spw4	spw5	spw6	spw7	spw8	spw9	spd1	spd2	spd3	spd4	spd5	spd6	spd7	spd8	spd9	kingdom	phylum	class	order	family	genus	species
seq_00451237	gb|CAC14595.1|ARO:3003056|smeE	69.2	627	187	2	321	946	1	622	6.2e-237	825.5	ARO:3003056	ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.04592	0.0	0.0	0.0	0.0	0.033376	0.0	0.0	0.0	0.207669	0.226304	0.381673	0.0	0.067125	0.0	0.092647	0.026864	0.194899	0.012824	0.037917	0.020517	0.060449	0.0	0.033046	0.031215	0.0	0.025517	0.022266	0.034187	0.086626	0.035035	0.084702	0.0	0.054981	0.014467	0.037006	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter arseniciresistens
seq_01167455	gb|CAC14595.1|ARO:3003056|smeE	71.1	641	179	2	398	1037	1	636	1.5e-254	884.0	ARO:3003056	ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.0237	0.10271	0.0	0.0472	0.0	0.03099	0.0	0.0	0.0	0.138131	0.110619	0.096963	0.135243	0.143524	0.172591	0.208538	0.175325	0.165892	0.036592	0.108214	0.038703	0.057476	0.0	0.03143	0.0	0.027059	0.032169	0.041909	0.065013	0.063828	0.049964	0.086211	0.022793	0.0	0.0	0.031912	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter arseniciresistens
seq_09530591	gb|CAC14595.1|ARO:3003056|smeE	64.7	955	331	3	69	1022	1	950	0.0	1199.5	ARO:3003056	ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021653	0.093743	0.034339	0.009281	0.02122	0.0	0.008668	0.0	0.0	0.037902	0.0	0.015309	0.680175	0.281881	0.064601	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer sp. ALW1
seq_00868492	gb|CAC14595.1|ARO:3003056|smeE	70.3	644	185	2	98	740	2	640	9.2e-249	864.8	ARO:3003056	ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.034844	0.0	0.009377	0.105976	0.042128	0.0	0.091259	0.03937	0.053202	0.218026	0.144628	0.083838	0.146946	0.37057	0.263545	0.208206	0.092828	0.254654	0.012399	0.033002	0.019506	0.058434	0.083503	0.047927	0.0	0.013753	0.060121	0.042748	0.066095	0.099344	0.101597	0.133935	0.069524	0.013284	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	s__Lysobacter arseniciresistens
seq_09965945	gb|CAC14595.1|ARO:3003056|smeE	68.6	596	181	3	442	1036	1	591	5.8e-227	792.3	ARO:3003056	ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.03094	0.046874	0.019684	0.0	0.008841	0.022272	0.047806	0.055	0.055744	0.03909	0.0	0.05981	0.102746	0.038103	0.017048	0.025662	0.01947	0.017471	0.41593	0.29981	0.208656	0.168494	0.14009	0.050239	0.114332	0.014417	0.026808	0.168114	0.086627	0.260042	0.52388	0.666837	0.230906	0.0	0.0	0.068049	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer aggregans
seq_09792613	gb|CAC14595.1|ARO:3003056|smeE	69.8	1038	307	3	1	1037	1	1033	0.0	1381.3	ARO:3003056	ARO:3003056	39490	564	876	smeE	smeE	CAC14595.1	AJ252200	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.012212	0.0	0.0	0.0	0.010618	0.0	0.021641	0.027837	0.0	0.01853	0.006955	0.0	0.0	0.182249	0.342753	0.186444	0.083214	0.076107	0.224087	0.02332	0.007854	0.063661	0.243356	0.209765	0.513913	0.846506	0.816614	0.466236	0.024387	0.034353	0.024849	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Microbulbiferaceae	g__Microbulbifer	s__Microbulbifer aggregans
seq_07859014	gb|AIA35096.1|ARO:3005059|LptD	80.3	395	75	1	174	565	1	395	4.5e-192	676.0	ARO:3005059	ARO:3005059	43261	6094	3799	LptD	LptD	AIA35096.1	CP007727.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128323	0.0	0.0	0.0	0.0	0.096307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07502025	gb|AIA35096.1|ARO:3005059|LptD	89.2	232	25	0	1	232	1	232	3e-119	434.1	ARO:3005059	ARO:3005059	43261	6094	3799	LptD	LptD	AIA35096.1	CP007727.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.433141	0.160434	0.157584	0.289108	0.132333	0.473417	0.407449	0.093372	0.650549	0.0	0.067462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06127510	gb|AIA35096.1|ARO:3005059|LptD	81.3	461	83	1	57	514	1	461	1.1999999999999998e-229	800.8	ARO:3005059	ARO:3005059	43261	6094	3799	LptD	LptD	AIA35096.1	CP007727.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037061	0.134222	0.0	0.025379	0.149948	0.067125	0.076786	0.177531	0.118597	0.0	0.040346	0.0	0.0	0.0	0.0	0.0	0.020937	0.024298	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07471773	gb|AIA35096.1|ARO:3005059|LptD	78.8	548	110	3	239	782	1	546	1.2e-261	907.1	ARO:3005059	ARO:3005059	43261	6094	3799	LptD	LptD	AIA35096.1	CP007727.1	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.393675	0.24719	0.246895	0.141182	0.081906	0.381719	0.261098	0.096249	0.465625	0.0	0.087165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08617190	gb|AAC44316.1|ARO:3005010|qacEdelta1	66.2	71	24	0	4	74	3	73	5.4e-17	91.7	ARO:3005010	ARO:3005010	43198	6045	3755	qacEdelta1	qacEdelta1	AAC44316.1	U49101.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.645526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Bradyrhizobiaceae	g__Rhodopseudomonas	s__Rhodopseudomonas palustris
seq_11687099	gb|AAC44316.1|ARO:3005010|qacEdelta1	100.0	115	0	0	1	115	1	115	6.9e-57	224.2	ARO:3005010	ARO:3005010	43198	6045	3755	qacEdelta1	qacEdelta1	AAC44316.1	U49101.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77058	0.0	0.797174	0.965953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375319	0.664484	1.03681	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella enterica
seq_07233840	gb|AAC44316.1|ARO:3005010|qacEdelta1	73.5	83	22	0	3	85	2	84	2.6e-27	125.9	ARO:3005010	ARO:3005010	43198	6045	3755	qacEdelta1	qacEdelta1	AAC44316.1	U49101.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;disinfecting agents and intercalating dyes	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.260197	0.0	0.0	0.0	1.93393	0.691656	0.0	0.0	0.0	0.0	0.911885	0.0	0.0	0.0	0.0	0.0	0.834636	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea apista
seq_05554160	gb|AAC75733.1|ARO:3000074|emrB	100.0	512	0	0	1	512	1	512	2.3e-285	985.3	ARO:3000074	ARO:3000074	36213	20	1847	emrB	emrB	AAC75733.1	U00096	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.379099	0.351902	0.224266	0.171905	0.204222	0.300699	0.32967	0.341064	0.43223	0.0	0.086404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_01089619	gb|AAR21614.1|ARO:3002529|AAC(3)-Id	65.9	123	40	1	31	153	2	122	1.0000000000000001e-34	151.0	ARO:3002529	ARO:3002529	38929	223	742	AAC(3)-Id	AAC(3)-Id	AAR21614.1	AY458224	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.15096	0.0	0.0	0.0	0.0	0.653879	0.318063	0.0	0.30156	1.95026	1.14208	0.0	0.0	0.30116	0.207403	0.0	0.0	0.259205	0.592814	0.267141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.536495	0.0	0.0	0.252896	0.0	d__Bacteria	p__Cyanobacteria	c__unknown	o__Pseudanabaenales	f__Pseudanabaenaceae	g__Pseudanabaena	s__Pseudanabaena sp.
seq_09414784	gb|AKQ05895.1|ARO:3004586|tet(51)	64.3	70	25	0	273	342	6	75	6.6e-19	99.8	ARO:3004586	ARO:3004586	42516	5157	3288	tet(51)	tet(51)	AKQ05895.1	KR857685.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.573747	0.0	0.0	0.829644	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp. LH128
seq_06507189	gb|BAA16344.1|ARO:3000491|acrD	100.0	1037	0	0	1	1037	1	1037	0.0	1980.7	ARO:3000491	ARO:3000491	36630	5517	1427	acrD	acrD	BAA16344.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	0.008549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329126	0.228587	0.371036	0.168203	0.194187	0.263604	0.197289	0.199691	0.390882	0.0	0.01903	0.0	0.0	0.0	0.0	0.0	0.008044	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07299858	gb|AAC75136.1|ARO:3000793|mdtB	100.0	453	0	0	527	979	1	453	3.4e-243	846.3	ARO:3000793	ARO:3000793	37173	215	820	mdtB	mdtB	AAC75136.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259333	0.0	0.0	0.0	0.063935	0.108293	0.0	0.0	0.037197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049702	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06350274	gb|AAC75136.1|ARO:3000793|mdtB	99.4	342	2	0	699	1040	47	388	2.2e-178	630.9	ARO:3000793	ARO:3000793	37173	215	820	mdtB	mdtB	AAC75136.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074535	0.24456	0.365384	0.109182	0.24166	0.192395	0.101655	0.295009	0.206358	0.0	0.092575	0.0	0.0	0.0	0.0	0.0	0.026172	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_05590071	gb|AAC75136.1|ARO:3000793|mdtB	99.7	784	2	0	1	784	1	784	0.0	1440.2	ARO:3000793	ARO:3000793	37173	215	820	mdtB	mdtB	AAC75136.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265152	0.162357	0.223779	0.126864	0.194512	0.34192	0.215352	0.239168	0.340552	0.0	0.098117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06189499	gb|AAC75136.1|ARO:3000793|mdtB	90.8	306	27	1	155	459	1	306	1.1e-137	495.7	ARO:3000793	ARO:3000793	37173	215	820	mdtB	mdtB	AAC75136.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116839	0.150197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030643	0.0	0.0	0.042707	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07903055	gb|AAL19308.1|ARO:3000504|golS	62.0	121	46	0	1	121	6	126	1.9e-33	146.7	ARO:3000504	ARO:3000504	36643	5224	44	golS	golS	AAL19308.1	AE006468.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.289546	0.0	0.463253	1.3591	1.28171	0.0	0.0	0.0	0.0	0.0	0.0	0.48734	0.741095	0.856765	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__unknown	f__unknown	g__unknown	s__Betaproteobacteria bacterium
seq_04282554	gb|AAL19308.1|ARO:3000504|golS	60.4	96	38	0	1	96	4	99	9.4e-25	117.9	ARO:3000504	ARO:3000504	36643	5224	44	golS	golS	AAL19308.1	AE006468.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45426	0.367789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.393736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373452	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Duganella	s__Duganella sp. CF517
seq_07143746	gb|AAL19308.1|ARO:3000504|golS	63.2	106	39	0	1	106	6	111	3.1e-28	129.4	ARO:3000504	ARO:3000504	36643	5224	44	golS	golS	AAL19308.1	AE006468.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.376931	0.0	0.329123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__unknown	f__unknown	g__unknown	s__Betaproteobacteria bacterium
seq_11278851	gb|ADO00942.1|ARO:3003023|dfrB6	65.7	35	12	0	20	54	8	42	2.9e-06	55.5	ARO:3003023	ARO:3003023	39457	430	710	dfrB6	dfrB6	ADO00942.1	GU060319	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.794589	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas hydrophila
seq_06291300	gb|AAC73565.1|ARO:3004043|Escherichia	99.7	289	1	0	1	289	1	289	2.1e-153	546.6	ARO:3004043	ARO:3004043	41090	5262	2661	Escherichia coli acrA	Escherichia coli acrA	AAC73565.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297753	0.14061	0.599277	0.197739	0.299762	0.088456	0.285647	0.372392	0.150696	0.0	0.047157	0.0	0.0	0.041678	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07347742	gb|AAC73565.1|ARO:3004043|Escherichia	99.2	353	3	0	45	397	1	353	1.1e-186	657.1	ARO:3004043	ARO:3004043	41090	5262	2661	Escherichia coli acrA	Escherichia coli acrA	AAC73565.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301533	0.127156	0.077514	0.070254	0.167457	0.372452	0.076013	0.099391	0.239081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_09695059	gb|AAY32951.1|ARO:3002837|lnuC	97.5	119	3	0	1	119	1	119	1.4e-63	246.9	ARO:3002837	ARO:3002837	39271	110	376	lnuC	lnuC	AAY32951.1	AY928180	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.170231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	
seq_05769382	gb|BAA15221.2|ARO:3000263|marA	100.0	127	0	0	1	127	1	127	7.399999999999997e-68	260.8	ARO:3000263	ARO:3000263	36402	5219	1922	marA	marA	BAA15221.2	AP009048.1	General Bacterial Porin with reduced permeability to beta-lactams;resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux;reduced permeability to antibiotic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.615495	0.930899	0.524856	0.0	0.552608	0.0	0.663426	1.00952	0.900908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07643005	gb|AAC73564.1|ARO:3000216|acrB	100.0	538	0	0	512	1049	1	538	5.3e-305	1051.6	ARO:3000216	ARO:3000216	36355	5485	1104	acrB	acrB	AAC73564.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.215578	0.194428	0.152182	0.106945	0.212546	0.11498	0.169505	0.143981	0.221903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07706775	gb|AAC73564.1|ARO:3000216|acrB	99.8	624	1	0	368	991	1	624	0.0	1196.4	ARO:3000216	ARO:3000216	36355	5485	1104	acrB	acrB	AAC73564.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081706	0.129932	0.215596	0.077346	0.0	0.125363	0.092555	0.143009	0.0	0.0	0.07177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08270279	gb|AAC73564.1|ARO:3000216|acrB	100.0	694	0	0	63	756	1	694	0.0	1312.4	ARO:3000216	ARO:3000216	36355	5485	1104	acrB	acrB	AAC73564.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000521	0.019413	0.056476	0.129422	0.0	0.0	0.357893	0.0	0.025442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07347741	gb|AAC73564.1|ARO:3000216|acrB	100.0	546	0	0	1	546	1	546	1.1e-294	1017.3	ARO:3000216	ARO:3000216	36355	5485	1104	acrB	acrB	AAC73564.1	U00096.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216718	0.174885	0.27849	0.13036	0.079254	0.200684	0.301802	0.122847	0.099731	0.0	9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
